total_meetings,lead_score,customer_sentiment,buying_intent,relationship_strength,budget_status,decision_maker_involvement,customer_urgency,product_interest_level,meeting_outcome,competitor_mention,engagement_score,implementation_readiness,upsell_opportunity,deal_score,objection_budget_not_allocated,objection_competitor_preference,objection_lack_of_internal_buy_in,objection_long_implementation_time,objection_missing_features,objection_no_urgent_business_need,objection_poor_past_experience_support,objection_price_too_high,objection_security_compliance_concerns,objection_unfavorable_contract_terms,num_objections,customer_requirements_API / Technical Integration,customer_requirements_Basic Feature Set,customer_requirements_Compliance-driven Requirements,customer_requirements_Customized Integration,customer_requirements_Enterprise-grade Security,customer_requirements_Multi-department Rollout,customer_requirements_Scalable Infrastructure,customer_requirements_Standard Package,risk_factors_Budget Constraints,risk_factors_Competitor Pressure,risk_factors_Economic Uncertainty,risk_factors_Internal Politics,risk_factors_No Risk Identified,risk_factors_Stakeholder Turnover,risk_factors_Technical Concerns,risk_factors_Timeline Conflict
5,48.4,1,2,7,0,0,2,2,3,0,0.6896907216494845,2,0,43,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,7.8,2,1,10,0,2,1,1,3,1,0.6958762886597938,1,0,38,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,82.1,2,3,8,3,2,3,4,3,0,0.23298969072164946,0,1,86,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,24.6,0,2,9,1,2,2,3,2,0,0.49484536082474223,1,1,55,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
15,46.8,2,2,10,2,2,2,2,4,0,0.7443298969072165,3,0,69,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,19.4,1,1,5,1,1,2,2,1,0,0.2824742268041237,1,0,49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,67.8,0,2,3,2,1,3,1,2,0,0.9061855670103093,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,23.1,0,3,3,0,0,3,3,2,0,0.8422680412371134,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,75.6,2,2,4,1,1,3,1,2,0,0.5525773195876288,0,0,35,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,74.3,2,3,8,1,2,4,3,2,0,0.43092783505154636,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,40.0,1,1,3,0,1,2,1,0,0,0.4969072164948454,1,0,22,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8,79.6,2,2,8,3,1,2,3,4,0,0.524742268041237,1,0,58,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,52.3,1,3,2,2,2,2,4,3,1,0.9484536082474226,2,1,72,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,77.2,1,2,2,0,0,4,4,1,1,0.04123711340206186,0,1,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,9.7,2,2,4,3,2,4,2,2,0,0.0752577319587629,0,0,53,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3,36.7,2,1,8,2,1,1,1,3,0,0.1896907216494845,3,0,53,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,81.1,2,1,5,3,2,2,3,3,1,0.9381443298969072,2,0,69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,46.2,0,3,9,3,2,2,3,1,0,0.19896907216494844,3,1,78,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,21.2,0,1,2,2,0,2,1,0,1,0.13505154639175257,2,0,35,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4,37.2,2,1,8,0,2,1,2,3,0,0.16288659793814433,3,0,48,1,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,43.2,0,2,2,1,0,2,3,1,0,0.5927835051546392,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,83.6,1,2,6,3,1,1,4,3,0,0.31237113402061856,1,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,53.2,2,1,10,1,2,1,1,4,1,0.4917525773195877,3,1,57,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,11.3,2,2,5,0,1,3,2,3,1,0.10103092783505156,1,1,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9,83.4,0,3,6,0,0,1,3,3,0,0.9731958762886598,3,1,47,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,16.2,1,1,5,0,0,1,2,1,1,0.3350515463917526,3,0,20,0,1,1,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,28.6,0,1,3,0,0,3,1,1,0,0.5804123711340206,0,1,12,1,0,0,1,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
14,90.3,1,3,6,0,0,3,4,3,0,0.9288659793814432,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,90.4,2,3,9,3,2,4,3,4,0,0.7484536082474226,1,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,67.7,1,3,8,2,0,3,3,2,0,0.6546391752577319,0,0,55,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,41.4,2,1,7,3,2,2,3,3,0,0.9391752577319586,3,0,71,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,7.6,0,2,2,0,0,4,2,0,0,0.13402061855670103,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8,86.5,2,2,9,2,2,3,3,4,0,0.37319587628865986,3,1,83,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,40.9,1,1,3,2,0,1,1,1,1,0.19175257731958764,3,1,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,4.3,0,3,1,0,0,2,3,0,0,0.25463917525773194,0,0,31,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,14.6,2,2,5,0,2,1,2,1,1,0.19278350515463916,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,92.7,2,3,9,3,1,4,4,4,0,0.6773195876288659,2,1,79,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6,17.4,2,2,6,0,2,3,2,3,0,0.7999999999999999,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,22.8,0,3,6,2,1,2,2,3,0,0.9845360824742267,2,0,67,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,28.3,0,1,1,0,0,2,3,0,0,0.08556701030927837,3,0,34,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,22.5,0,1,5,2,1,1,3,1,0,0.1268041237113402,0,1,40,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,33.9,0,1,5,3,0,1,1,2,0,0.6041237113402061,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,75.4,1,1,3,2,2,1,3,2,1,0.30000000000000004,1,0,41,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9,82.8,1,2,6,3,2,2,1,4,0,0.7742268041237113,1,0,57,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,86.3,1,1,4,1,0,2,2,2,0,0.4422680412371134,2,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,5.0,0,1,4,1,0,2,1,1,0,0.24329896907216494,2,0,43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8,63.3,2,1,9,2,2,1,3,4,0,0.5402061855670103,2,0,72,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,42.2,2,3,9,2,2,2,4,4,1,0.922680412371134,2,0,73,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10,59.1,2,1,10,2,2,2,2,4,0,0.6010309278350515,0,0,64,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,48.3,2,3,6,2,2,3,4,4,0,0.43711340206185567,3,0,78,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,40.7,0,2,6,1,1,2,3,2,0,0.8742268041237112,3,0,49,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,51.2,0,3,2,3,1,4,3,1,1,0.8845360824742268,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,48.7,2,2,8,2,2,1,4,4,0,0.9824742268041237,0,1,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,76.9,0,3,4,3,0,2,4,1,1,0.05670103092783506,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,74.6,2,2,9,1,2,1,1,3,1,0.3237113402061856,0,0,54,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,5.1,0,1,2,0,0,4,1,0,0,0.7463917525773196,3,0,30,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,30.2,0,1,4,1,0,2,2,0,1,0.0577319587628866,3,1,31,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,15.7,2,1,10,0,1,4,1,2,0,0.39484536082474225,1,0,30,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,52.1,2,1,5,3,2,2,3,4,1,0.945360824742268,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,42.1,0,2,1,3,0,4,3,1,0,0.7608247422680412,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,75.7,2,3,8,2,2,2,4,4,0,0.46288659793814435,0,1,78,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10,30.9,0,3,4,1,0,4,4,3,0,0.7670103092783506,1,1,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,5.4,0,1,3,3,1,3,1,0,0,0.7670103092783506,1,0,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,62.2,2,3,9,2,2,4,4,2,0,0.5773195876288659,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,63.7,1,1,8,1,1,1,1,3,0,0.7876288659793814,1,1,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,19.0,1,2,7,2,0,3,2,2,0,0.03092783505154639,0,0,45,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,52.5,0,2,5,1,1,2,3,1,0,0.1134020618556701,0,0,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,25.1,2,2,4,2,1,2,1,3,0,0.9298969072164949,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,78.8,2,1,8,3,2,1,2,1,0,0.1731958762886598,3,1,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,18.6,1,3,7,0,0,4,3,3,1,0.9999999999999999,0,1,28,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,74.1,0,2,2,1,1,3,3,1,1,0.6185567010309277,0,1,40,0,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7.7,1,1,5,2,1,1,1,1,1,0.6422680412371133,0,0,22,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,72.1,2,1,6,0,2,1,2,3,0,0.8597938144329897,2,0,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11,25.2,2,2,6,2,2,3,2,2,0,0.5144329896907216,0,0,53,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,66.8,2,2,9,1,2,2,2,4,0,0.7381443298969071,3,0,66,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,55.0,2,1,7,2,1,3,1,2,1,0.6515463917525773,2,0,52,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,73.1,1,2,2,1,1,3,2,1,0,0.06082474226804124,3,0,50,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,8.5,1,3,7,2,1,3,3,1,0,0.012371134020618558,1,1,46,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,11.5,0,1,7,1,0,3,1,0,1,0.46804123711340206,0,0,23,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,79.9,2,2,4,2,1,1,3,2,0,0.7577319587628866,3,1,51,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6,26.9,2,2,8,1,1,3,1,1,0,0.8721649484536081,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,80.1,1,1,4,3,2,2,3,2,1,0.37216494845360826,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,41.1,1,3,7,3,2,4,4,4,0,0.24742268041237112,1,1,78,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,71.1,2,3,3,2,2,1,2,3,1,0.10515463917525773,0,0,54,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,25.8,0,2,4,1,0,1,4,3,0,0.32783505154639175,1,0,37,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4,29.4,0,1,3,1,1,1,2,0,0,0.6618556701030928,3,0,42,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11,92.6,1,3,6,3,0,1,4,3,0,0.4536082474226804,2,1,46,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7,93.6,2,3,8,3,2,3,3,3,0,0.6587628865979381,3,0,99,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,29.7,0,2,2,0,0,2,4,1,0,0.3402061855670103,3,0,50,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6,34.0,0,3,2,0,1,1,3,2,0,0.23195876288659792,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7,13.5,1,2,7,0,1,1,3,3,1,0.3958762886597938,0,1,31,0,0,0,1,1,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,90.2,2,1,7,1,0,1,3,3,1,0.8329896907216494,1,0,40,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,63.9,2,2,10,2,2,1,2,4,0,0.8515463917525772,3,0,80,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,30.5,2,3,10,2,2,1,4,4,0,0.9082474226804123,2,1,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,59.9,2,2,4,3,1,2,4,3,0,0.4329896907216495,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11,30.3,2,2,8,1,2,2,3,4,0,0.25051546391752577,2,0,51,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11,35.1,1,3,1,3,1,3,1,2,1,0.7,3,0,49,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,26.8,0,2,3,1,0,3,1,2,0,0.1824742268041237,2,0,34,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,46.7,0,2,6,3,1,2,2,4,1,0.7948453608247421,2,1,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,65.2,0,1,3,2,0,2,3,0,0,0.08350515463917525,0,1,33,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5.4,1,1,5,0,2,1,1,0,1,0.5762886597938144,1,0,23,1,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,33.6,0,1,4,0,0,1,2,0,1,0.645360824742268,0,0,28,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,53.9,2,3,7,1,2,4,4,2,0,0.0979381443298969,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,49.9,2,1,7,3,2,1,2,2,0,0.7721649484536083,3,0,60,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,37.3,0,2,3,2,0,1,3,1,0,0.37628865979381443,1,1,28,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,88.2,1,2,8,0,1,1,2,1,1,0.6443298969072164,1,1,41,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,13.6,1,2,4,2,1,4,2,4,0,0.6876288659793814,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9,84.6,0,1,6,3,1,2,3,1,1,0.36185567010309283,0,1,33,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,51.1,2,3,4,1,0,3,3,3,0,0.9587628865979381,0,1,48,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,96.6,1,3,5,1,0,3,4,3,0,0.4958762886597939,2,0,53,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,60.2,0,2,1,0,0,2,2,0,1,0.03298969072164949,1,0,20,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,74.5,1,2,2,2,1,1,3,2,0,0.19690721649484536,0,0,47,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,64.3,0,1,8,0,0,3,1,1,1,0.6484536082474227,0,0,15,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10,10.6,1,1,3,3,0,2,2,1,1,0.44536082474226807,3,0,27,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,98.7,2,3,8,3,2,4,4,4,1,0.1577319587628866,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,60.0,0,3,2,1,0,2,4,2,0,0.010309278350515465,1,1,38,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,37.9,0,1,6,2,1,1,1,1,0,0.4597938144329897,2,0,54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,91.6,1,3,9,3,2,2,4,3,1,0.756701030927835,2,1,85,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,67.9,1,2,5,2,1,1,4,2,1,0.331958762886598,0,0,52,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,79.5,1,1,5,2,2,4,1,4,0,0.2175257731958763,3,0,58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,12.6,0,2,3,0,0,3,2,1,0,0.05257731958762886,3,1,38,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6,82.0,2,3,9,2,1,2,4,4,1,0.5175257731958762,3,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,4.6,2,1,7,1,1,1,1,1,1,0.8835051546391752,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,6.3,0,3,4,1,1,4,2,1,1,0.24020618556701032,2,1,30,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4,68.0,1,1,8,3,2,2,1,2,0,0.33298969072164947,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,79.3,1,3,6,3,1,4,3,2,0,0.06701030927835051,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5.3,1,1,7,1,0,1,1,0,1,0.04020618556701032,2,0,28,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11,92.9,2,3,10,3,2,3,1,4,0,0.7226804123711339,3,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,89.4,2,2,10,1,1,2,4,4,0,0.7164948453608246,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8,52.9,0,3,2,3,0,4,3,3,0,0.5216494845360824,0,1,64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,95.7,0,1,5,3,0,2,2,2,0,0.6701030927835051,1,0,38,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3,96.7,2,3,8,3,2,3,3,3,0,0.5752577319587628,0,1,92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,58.2,1,3,3,3,2,4,4,2,0,0.08762886597938145,0,1,76,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,33.8,2,1,8,3,1,1,1,1,1,0.5381443298969072,1,0,39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,49.2,2,2,6,1,1,2,4,4,1,0.5845360824742268,3,0,63,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,76.4,2,2,10,3,2,2,4,4,0,0.6731958762886597,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,91.5,0,3,7,1,1,3,4,3,0,0.965979381443299,1,0,55,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,39.7,1,3,4,1,2,2,4,2,0,0.5309278350515464,3,0,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4,91.8,0,2,3,3,1,4,2,0,0,0.35773195876288666,2,0,49,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,9.2,1,3,6,0,0,3,4,3,1,0.6164948453608247,3,1,28,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,68.6,0,2,3,1,0,2,3,0,0,0.17938144329896905,0,1,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,10.9,0,2,4,0,2,1,3,2,0,0.41030927835051545,3,1,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4,20.4,0,1,4,3,0,2,2,0,0,0.26907216494845365,0,0,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,17.6,2,1,7,1,2,1,1,2,0,0.8917525773195876,0,0,37,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,26.0,0,3,4,3,0,4,4,0,0,0.1381443298969072,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
